Loan_ID,Client_ID,Relationship_Manager,Loan_Type,Loan_Amount_EUR,Outstanding_Balance_EUR,Utilization_Rate_Pct,Interest_Rate_Pct,Origination_Date,Maturity_Date,Months_To_Maturity,Sector,Region,Credit_Rating,Days_Past_Due,Risk_Flag,KYC_Last_Review_Date,KYC_Status,Products_Used,Cross_Sell_Score
CORP0134_L1,CORP0134,RM_C,Revolving Credit,40080000.0,20809500.0,85.73,8.17,2023-05-17,2026-05-01,4,Transportation,Provence-Alpes-Côte d'Azur,AA,0,Performing,2024-06-02,Valid,"Term_Loan,Trade_Finance",60
CORP0453_L3,CORP0453,RM_A,Term Loan,1530000.0,633100.0,0.0,3.87,2022-07-26,2029-06-19,42,Real Estate,Provence-Alpes-Côte d'Azur,BB,0,Performing,2024-06-15,Valid,"Trade_Finance,Term_Loan",60
CORP0046_L2,CORP0046,RM_B,Term Loan,13460000.0,12263400.0,0.0,6.1,2025-06-02,2029-05-12,41,Real Estate,Auvergne-Rhône-Alpes,AAA,0,Performing,2024-11-19,Valid,"Cash_Management,FX_Hedging,Term_Loan,Revolving_Credit",20
CORP0077_L1,CORP0077,RM_C,Revolving Credit,8920000.0,6603900.0,78.0,8.07,2025-08-14,2032-07-08,79,Real Estate,Occitanie,A,0,Performing,2024-10-11,Valid,"Cash_Management,FX_Hedging,Revolving_Credit",40
CORP0424_L3,CORP0424,RM_C,Revolving Credit,6370000.0,5275200.0,57.06,3.28,2024-08-17,2027-08-02,19,Healthcare,Île-de-France,BB,0,Performing,2023-09-15,Expired,"FX_Hedging,Term_Loan",60
CORP0439_L1,CORP0439,RM_D,Term Loan,49760000.0,28352300.0,0.0,4.95,2021-11-25,2023-11-15,-26,Technology,Nouvelle-Aquitaine,BB,0,Performing,2024-02-10,Expiring Soon,"Cash_Management,FX_Hedging,Revolving_Credit",40
CORP0075_L1,CORP0075,RM_B,Revolving Credit,48820000.0,26425800.0,71.32,5.25,2023-03-03,2025-02-20,-11,Energy,Occitanie,BB,0,Performing,2024-06-14,Valid,"Trade_Finance,FX_Hedging,Cash_Management,Revolving_Credit",20
CORP0006_L2,CORP0006,RM_E,Term Loan,43640000.0,42969700.0,0.0,4.8,2023-06-20,2030-05-14,53,Retail,Provence-Alpes-Côte d'Azur,B,0,Performing,2023-12-10,Expired,"Term_Loan,FX_Hedging",60
CORP0217_L3,CORP0217,RM_E,Revolving Credit,4120000.0,3024900.0,55.32,4.63,2025-05-28,2028-05-12,29,Manufacturing,Provence-Alpes-Côte d'Azur,A,0,Performing,2024-10-14,Valid,"FX_Hedging,Term_Loan,Revolving_Credit,Cash_Management",20
CORP0311_L3,CORP0311,RM_B,Term Loan,770000.0,541100.0,0.0,6.53,2023-07-24,2026-07-08,6,Energy,Nouvelle-Aquitaine,BBB,48,Medium Risk,2025-09-20,Valid,"Cash_Management,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0068_L3,CORP0068,RM_C,Term Loan,29230000.0,16257000.0,0.0,7.77,2022-11-15,2026-10-25,10,Energy,Île-de-France,A,5,Grace Period,2025-08-01,Valid,Term_Loan,80
CORP0068_L1,CORP0068,RM_C,Revolving Credit,35660000.0,23527000.0,93.39,5.5,2024-03-27,2025-03-22,-10,Energy,Île-de-France,A,0,Performing,2025-08-01,Valid,Term_Loan,80
CORP0499_L2,CORP0499,RM_A,Revolving Credit,46350000.0,26408200.0,89.5,5.6,2024-03-21,2029-02-23,38,Energy,Île-de-France,AA,0,Performing,2024-12-20,Valid,"FX_Hedging,Term_Loan,Cash_Management",40
CORP0224_L1,CORP0224,RM_E,Revolving Credit,36980000.0,25692400.0,69.31,7.29,2024-11-06,2029-10-11,46,Financial Services,Auvergne-Rhône-Alpes,BBB,21,Watch List,2025-09-07,Valid,"Trade_Finance,FX_Hedging,Revolving_Credit",40
CORP0028_L1,CORP0028,RM_B,Term Loan,3200000.0,1631600.0,0.0,5.3,2023-01-22,2026-01-06,0,Healthcare,Île-de-France,A,0,Performing,2023-03-31,Expired,"Revolving_Credit,Trade_Finance,Term_Loan,Cash_Management",20
CORP0060_L2,CORP0060,RM_A,Term Loan,22360000.0,22210000.0,0.0,3.17,2022-07-21,2026-06-30,6,Technology,Occitanie,BB,0,Performing,2024-08-26,Valid,"Cash_Management,FX_Hedging,Trade_Finance",40
CORP0369_L1,CORP0369,RM_E,Term Loan,17810000.0,9301100.0,0.0,7.0,2024-02-08,2026-01-28,1,Manufacturing,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-11-18,Expired,"Term_Loan,FX_Hedging,Cash_Management,Trade_Finance",20
CORP0422_L2,CORP0422,RM_C,Term Loan,29390000.0,28889700.0,0.0,8.02,2022-09-30,2027-09-04,20,Healthcare,Nouvelle-Aquitaine,BB,0,Performing,2025-06-20,Valid,"Trade_Finance,Revolving_Credit",60
CORP0127_L2,CORP0127,RM_D,Term Loan,44420000.0,18459900.0,0.0,4.74,2021-11-16,2028-10-10,34,Healthcare,Auvergne-Rhône-Alpes,CCC,0,Performing,2023-12-01,Expired,Trade_Finance,80
CORP0476_L1,CORP0476,RM_E,Revolving Credit,8110000.0,3638500.0,91.64,6.07,2021-12-31,2025-12-10,-1,Real Estate,Île-de-France,B,0,Performing,2023-04-05,Expired,"FX_Hedging,Revolving_Credit",60
CORP0003_L2,CORP0003,RM_E,Term Loan,32980000.0,32008300.0,0.0,7.94,2023-11-16,2030-10-10,58,Retail,Provence-Alpes-Côte d'Azur,BBB,7,Grace Period,2023-06-14,Expired,"Term_Loan,Revolving_Credit,Cash_Management",40
CORP0409_L3,CORP0409,RM_D,Term Loan,10960000.0,4704100.0,0.0,2.83,2022-02-01,2025-01-16,-12,Real Estate,Nouvelle-Aquitaine,BBB,0,Performing,2023-06-21,Expired,Cash_Management,80
CORP0037_L3,CORP0037,RM_A,Revolving Credit,5080000.0,2809700.0,83.93,3.48,2024-05-08,2028-04-17,28,Technology,Provence-Alpes-Côte d'Azur,B,0,Performing,2025-03-19,Valid,"Term_Loan,FX_Hedging,Cash_Management",40
CORP0400_L2,CORP0400,RM_E,Revolving Credit,32530000.0,31640600.0,80.08,6.92,2024-10-31,2025-10-26,-2,Manufacturing,Occitanie,BB,0,Performing,2024-09-14,Valid,"Trade_Finance,Term_Loan",60
CORP0472_L2,CORP0472,RM_A,Term Loan,18270000.0,8361600.0,0.0,5.17,2023-08-21,2028-07-25,31,Healthcare,Auvergne-Rhône-Alpes,A,0,Performing,2024-05-01,Valid,"Term_Loan,FX_Hedging,Trade_Finance",40
CORP0199_L2,CORP0199,RM_E,Revolving Credit,28370000.0,18549500.0,52.56,5.06,2023-04-30,2026-04-14,3,Retail,Auvergne-Rhône-Alpes,A,0,Performing,2025-05-23,Valid,Cash_Management,80
CORP0021_L3,CORP0021,RM_C,Revolving Credit,48680000.0,39229500.0,89.8,5.66,2022-01-24,2028-12-18,36,Energy,Occitanie,BBB,0,Performing,2023-01-25,Expired,"Term_Loan,Revolving_Credit,FX_Hedging,Cash_Management",20
CORP0332_L3,CORP0332,RM_A,Term Loan,14890000.0,9863300.0,0.0,3.27,2023-01-07,2025-12-22,0,Technology,Hauts-de-France,AA,0,Performing,2023-08-30,Expired,Cash_Management,80
CORP0463_L2,CORP0463,RM_B,Term Loan,26390000.0,15234700.0,0.0,2.77,2025-06-06,2030-05-11,53,Transportation,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-03-26,Expired,Trade_Finance,80
CORP0056_L3,CORP0056,RM_B,Revolving Credit,20940000.0,14213900.0,63.92,7.11,2022-07-05,2025-06-19,-7,Transportation,Hauts-de-France,BB,0,Performing,2023-10-25,Expired,"Trade_Finance,Revolving_Credit,Term_Loan,Cash_Management",20
CORP0009_L1,CORP0009,RM_C,Revolving Credit,9390000.0,4782600.0,85.76,4.29,2023-06-30,2024-06-24,-19,Technology,Occitanie,CCC,0,Performing,2024-09-26,Valid,"Term_Loan,Revolving_Credit,FX_Hedging",40
CORP0301_L3,CORP0301,RM_C,Revolving Credit,37990000.0,25452100.0,85.35,3.62,2024-03-18,2027-03-03,14,Manufacturing,Nouvelle-Aquitaine,BBB,14,Grace Period,2025-08-12,Valid,"Trade_Finance,Cash_Management",60
CORP0095_L1,CORP0095,RM_D,Revolving Credit,43640000.0,20240200.0,28.75,3.53,2022-09-13,2023-09-08,-28,Energy,Provence-Alpes-Côte d'Azur,B,0,Performing,2023-03-01,Expired,"Trade_Finance,Term_Loan,Cash_Management,FX_Hedging",20
CORP0245_L2,CORP0245,RM_D,Revolving Credit,43500000.0,42607500.0,66.39,8.34,2022-04-28,2029-03-22,39,Transportation,Île-de-France,BB,0,Performing,2024-12-03,Valid,"Term_Loan,FX_Hedging,Revolving_Credit",40
CORP0185_L3,CORP0185,RM_C,Revolving Credit,40330000.0,18252600.0,81.2,6.68,2024-12-09,2025-12-04,-1,Technology,Île-de-France,A,0,Performing,2024-03-07,Expiring Soon,Cash_Management,80
CORP0097_L1,CORP0097,RM_E,Term Loan,24320000.0,11846100.0,0.0,7.65,2024-05-04,2028-04-13,28,Financial Services,Hauts-de-France,CCC,0,Performing,2024-06-16,Valid,Revolving_Credit,80
CORP0276_L1,CORP0276,RM_C,Term Loan,15400000.0,10442100.0,0.0,3.5,2023-01-15,2026-12-25,12,Real Estate,Provence-Alpes-Côte d'Azur,A,0,Performing,2023-12-14,Expired,"Trade_Finance,Term_Loan,Cash_Management,Revolving_Credit",20
CORP0079_L3,CORP0079,RM_E,Revolving Credit,48210000.0,32922300.0,42.11,7.48,2023-03-06,2028-02-08,25,Energy,Occitanie,BB,0,Performing,2023-04-19,Expired,"Trade_Finance,Term_Loan,FX_Hedging,Revolving_Credit",20
CORP0201_L1,CORP0201,RM_C,Revolving Credit,890000.0,692600.0,75.28,6.08,2023-04-11,2027-03-21,15,Real Estate,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-07-13,Expired,"Term_Loan,FX_Hedging,Cash_Management",40
CORP0284_L2,CORP0284,RM_A,Term Loan,24630000.0,17035600.0,0.0,6.57,2022-05-20,2029-04-13,40,Retail,Île-de-France,BBB,0,Performing,2024-06-05,Valid,"Term_Loan,Trade_Finance,FX_Hedging",40
CORP0419_L2,CORP0419,RM_B,Term Loan,35860000.0,25711100.0,0.0,2.88,2023-05-01,2028-04-04,27,Retail,Île-de-France,A,0,Performing,2025-02-28,Valid,"Term_Loan,Trade_Finance,Revolving_Credit,FX_Hedging",20
CORP0458_L3,CORP0458,RM_A,Revolving Credit,44510000.0,20927000.0,72.31,2.62,2022-03-16,2029-02-07,38,Manufacturing,Auvergne-Rhône-Alpes,B,0,Performing,2023-12-13,Expired,"Trade_Finance,Term_Loan,FX_Hedging",40
CORP0148_L3,CORP0148,RM_A,Term Loan,23730000.0,15729800.0,0.0,6.61,2022-11-07,2024-10-27,-14,Energy,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-11-28,Expired,Cash_Management,80
CORP0472_L3,CORP0472,RM_A,Revolving Credit,6990000.0,4026500.0,70.48,6.91,2023-07-05,2027-06-14,18,Healthcare,Auvergne-Rhône-Alpes,A,0,Performing,2024-05-01,Valid,"Term_Loan,FX_Hedging,Trade_Finance",40
CORP0408_L2,CORP0408,RM_D,Term Loan,31280000.0,17813200.0,0.0,3.54,2025-03-19,2032-02-11,74,Healthcare,Occitanie,B,0,Performing,2024-06-25,Valid,FX_Hedging,80
CORP0081_L3,CORP0081,RM_C,Revolving Credit,5490000.0,3566300.0,61.76,8.5,2022-12-05,2025-11-19,-2,Real Estate,Occitanie,A,0,Performing,2024-09-03,Valid,Revolving_Credit,80
CORP0184_L2,CORP0184,RM_D,Revolving Credit,34010000.0,17169200.0,45.33,3.18,2022-11-15,2023-11-10,-26,Transportation,Auvergne-Rhône-Alpes,B,0,Performing,2025-10-26,Valid,"Term_Loan,Trade_Finance,Cash_Management,Revolving_Credit",20
CORP0117_L1,CORP0117,RM_D,Term Loan,24580000.0,24486500.0,0.0,5.84,2023-09-15,2024-09-09,-16,Manufacturing,Hauts-de-France,BBB,0,Performing,2024-12-16,Valid,"Revolving_Credit,Term_Loan",60
CORP0459_L1,CORP0459,RM_A,Term Loan,35470000.0,33908600.0,0.0,7.03,2023-03-30,2027-03-09,14,Transportation,Île-de-France,B,15,Watch List,2025-01-04,Valid,"Cash_Management,Trade_Finance,FX_Hedging",40
CORP0500_L1,CORP0500,RM_D,Term Loan,41270000.0,17547200.0,0.0,7.73,2025-02-08,2027-01-29,13,Healthcare,Nouvelle-Aquitaine,BBB,0,Performing,2023-09-13,Expired,"Cash_Management,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0467_L2,CORP0467,RM_C,Term Loan,36550000.0,30150000.0,0.0,3.1,2022-11-10,2026-10-20,10,Real Estate,Nouvelle-Aquitaine,AA,0,Performing,2024-09-19,Valid,"Trade_Finance,Revolving_Credit,Term_Loan,FX_Hedging",20
CORP0332_L2,CORP0332,RM_A,Revolving Credit,41050000.0,19449100.0,77.69,2.54,2024-07-25,2028-07-04,30,Technology,Hauts-de-France,AA,4,Grace Period,2023-08-30,Expired,Cash_Management,80
CORP0428_L2,CORP0428,RM_A,Revolving Credit,14690000.0,7385500.0,51.13,6.28,2024-03-16,2027-03-01,14,Energy,Provence-Alpes-Côte d'Azur,A,0,Performing,2023-10-20,Expired,Revolving_Credit,80
CORP0126_L1,CORP0126,RM_C,Revolving Credit,39470000.0,19056000.0,87.35,8.21,2023-04-17,2027-03-27,15,Financial Services,Nouvelle-Aquitaine,BB,69,Medium Risk,2023-05-05,Expired,Revolving_Credit,80
CORP0265_L3,CORP0265,RM_A,Revolving Credit,47220000.0,31427100.0,90.77,3.01,2025-08-22,2032-07-16,79,Retail,Provence-Alpes-Côte d'Azur,A,0,Performing,2025-09-20,Valid,"Trade_Finance,Revolving_Credit,Cash_Management,Term_Loan",20
CORP0162_L2,CORP0162,RM_D,Term Loan,21990000.0,13984800.0,0.0,3.41,2025-06-28,2032-05-22,78,Healthcare,Auvergne-Rhône-Alpes,BBB,29,Watch List,2023-01-11,Expired,Trade_Finance,80
CORP0295_L1,CORP0295,RM_D,Revolving Credit,21260000.0,19803000.0,43.53,4.56,2022-08-05,2025-07-20,-6,Healthcare,Occitanie,A,0,Performing,2023-11-12,Expired,"Revolving_Credit,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0424_L2,CORP0424,RM_C,Term Loan,35160000.0,23476800.0,0.0,6.21,2024-07-18,2029-06-22,42,Healthcare,Île-de-France,BB,0,Performing,2023-09-15,Expired,"FX_Hedging,Term_Loan",60
CORP0227_L3,CORP0227,RM_C,Revolving Credit,44440000.0,38615600.0,26.32,5.72,2023-06-06,2025-05-26,-7,Real Estate,Hauts-de-France,BB,56,Medium Risk,2025-04-20,Valid,"Term_Loan,Trade_Finance",60
CORP0200_L3,CORP0200,RM_D,Term Loan,26260000.0,19024700.0,0.0,4.37,2024-07-01,2025-06-26,-6,Energy,Nouvelle-Aquitaine,BBB,0,Performing,2023-07-31,Expired,"Trade_Finance,Cash_Management",60
CORP0175_L3,CORP0175,RM_E,Term Loan,1660000.0,1550800.0,0.0,7.49,2022-09-02,2027-08-07,19,Healthcare,Auvergne-Rhône-Alpes,AA,0,Performing,2023-08-05,Expired,"Term_Loan,Cash_Management,Revolving_Credit",40
CORP0156_L3,CORP0156,RM_A,Revolving Credit,49350000.0,23010200.0,58.06,3.24,2025-05-12,2028-04-26,28,Real Estate,Hauts-de-France,AAA,0,Performing,2024-04-11,Valid,"Revolving_Credit,Cash_Management",60
CORP0388_L3,CORP0388,RM_C,Term Loan,22710000.0,16884000.0,0.0,3.92,2025-09-01,2029-08-11,44,Retail,Provence-Alpes-Côte d'Azur,B,0,Performing,2025-10-23,Valid,"FX_Hedging,Revolving_Credit,Cash_Management",40
CORP0382_L3,CORP0382,RM_D,Term Loan,17840000.0,10181700.0,0.0,4.77,2022-06-26,2029-05-20,41,Retail,Occitanie,B,0,Performing,2023-04-13,Expired,Term_Loan,80
CORP0378_L1,CORP0378,RM_A,Term Loan,16730000.0,12537800.0,0.0,6.77,2023-09-03,2027-08-13,20,Real Estate,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-07-07,Valid,Term_Loan,80
CORP0425_L2,CORP0425,RM_A,Term Loan,5070000.0,3320500.0,0.0,2.97,2024-12-19,2028-11-28,35,Technology,Auvergne-Rhône-Alpes,A,0,Performing,2023-05-30,Expired,Cash_Management,80
CORP0347_L3,CORP0347,RM_E,Revolving Credit,29620000.0,21070700.0,67.73,8.48,2023-06-26,2026-06-10,5,Retail,Auvergne-Rhône-Alpes,BBB,0,Performing,2024-05-15,Valid,Cash_Management,80
CORP0353_L2,CORP0353,RM_A,Revolving Credit,41280000.0,20087200.0,29.7,6.73,2024-12-25,2028-12-04,35,Technology,Nouvelle-Aquitaine,BBB,0,Performing,2024-10-29,Valid,"FX_Hedging,Cash_Management",60
CORP0442_L3,CORP0442,RM_D,Term Loan,34880000.0,23483300.0,0.0,5.85,2025-07-07,2032-05-31,78,Real Estate,Hauts-de-France,AA,0,Performing,2024-12-15,Valid,Trade_Finance,80
CORP0472_L1,CORP0472,RM_A,Revolving Credit,5960000.0,3705600.0,28.83,4.33,2024-01-27,2025-01-21,-12,Healthcare,Auvergne-Rhône-Alpes,A,0,Performing,2024-05-01,Valid,"Term_Loan,FX_Hedging,Trade_Finance",40
CORP0192_L2,CORP0192,RM_D,Revolving Credit,24550000.0,21474400.0,90.26,4.33,2024-11-24,2029-10-29,46,Transportation,Île-de-France,CCC,0,Performing,2024-07-18,Valid,Cash_Management,80
CORP0146_L1,CORP0146,RM_C,Term Loan,41050000.0,28459000.0,0.0,7.72,2025-01-04,2029-12-09,48,Manufacturing,Provence-Alpes-Côte d'Azur,BB,0,Performing,2025-08-19,Valid,"Term_Loan,Trade_Finance,Revolving_Credit",40
CORP0214_L2,CORP0214,RM_C,Revolving Credit,28510000.0,26804300.0,82.53,3.3,2023-08-01,2027-07-11,18,Transportation,Auvergne-Rhône-Alpes,B,0,Performing,2023-01-22,Expired,"Term_Loan,Cash_Management,FX_Hedging",40
CORP0071_L3,CORP0071,RM_C,Revolving Credit,38200000.0,30572700.0,79.99,6.49,2024-11-10,2031-10-05,70,Healthcare,Auvergne-Rhône-Alpes,AA,0,Performing,2025-10-28,Valid,"FX_Hedging,Trade_Finance,Revolving_Credit",40
CORP0210_L2,CORP0210,RM_D,Term Loan,45060000.0,27189100.0,0.0,6.92,2025-06-10,2032-05-04,77,Healthcare,Auvergne-Rhône-Alpes,AAA,45,Medium Risk,2023-11-25,Expired,"FX_Hedging,Revolving_Credit,Cash_Management,Term_Loan",20
CORP0331_L1,CORP0331,RM_C,Term Loan,35510000.0,26390900.0,0.0,6.36,2023-12-19,2028-11-22,35,Healthcare,Hauts-de-France,BBB,0,Performing,2025-01-09,Valid,"Cash_Management,FX_Hedging,Trade_Finance",40
CORP0044_L1,CORP0044,RM_C,Term Loan,47890000.0,34148100.0,0.0,3.22,2023-01-11,2027-12-16,24,Manufacturing,Provence-Alpes-Côte d'Azur,BB,18,Watch List,2023-08-29,Expired,"Cash_Management,Revolving_Credit",60
CORP0480_L3,CORP0480,RM_C,Term Loan,48140000.0,27198000.0,0.0,7.53,2024-07-17,2026-07-07,6,Real Estate,Provence-Alpes-Côte d'Azur,BB,0,Performing,2023-12-29,Expiring Soon,"FX_Hedging,Trade_Finance,Cash_Management,Revolving_Credit",20
CORP0297_L2,CORP0297,RM_C,Term Loan,40440000.0,30900700.0,0.0,7.67,2023-06-12,2028-05-16,29,Manufacturing,Île-de-France,BBB,0,Performing,2024-06-15,Valid,Revolving_Credit,80
CORP0012_L2,CORP0012,RM_E,Revolving Credit,9440000.0,3912300.0,26.83,8.38,2022-09-26,2025-09-10,-4,Energy,Occitanie,BBB,0,Performing,2024-09-26,Valid,"FX_Hedging,Trade_Finance",60
CORP0278_L1,CORP0278,RM_B,Revolving Credit,7630000.0,4221900.0,50.55,3.52,2025-03-12,2027-03-02,14,Transportation,Provence-Alpes-Côte d'Azur,AAA,0,Performing,2023-08-17,Expired,"Revolving_Credit,FX_Hedging,Trade_Finance",40
CORP0315_L2,CORP0315,RM_D,Term Loan,1840000.0,800600.0,0.0,4.98,2023-07-06,2024-06-30,-18,Manufacturing,Provence-Alpes-Côte d'Azur,A,0,Performing,2024-04-14,Valid,Term_Loan,80
CORP0166_L2,CORP0166,RM_D,Revolving Credit,47110000.0,44269300.0,64.78,3.92,2025-05-28,2027-05-18,17,Healthcare,Hauts-de-France,BB,0,Performing,2024-02-27,Expiring Soon,"Revolving_Credit,Trade_Finance,Term_Loan",40
CORP0261_L3,CORP0261,RM_D,Revolving Credit,47490000.0,26669100.0,24.91,2.67,2023-11-30,2027-11-09,22,Manufacturing,Hauts-de-France,BBB,0,Performing,2024-09-19,Valid,Term_Loan,80
CORP0325_L1,CORP0325,RM_D,Term Loan,13820000.0,13517100.0,0.0,5.83,2021-11-29,2022-11-24,-38,Real Estate,Auvergne-Rhône-Alpes,CCC,0,Performing,2023-02-18,Expired,"Trade_Finance,FX_Hedging,Revolving_Credit,Cash_Management",20
CORP0403_L1,CORP0403,RM_B,Revolving Credit,28630000.0,19113100.0,92.59,4.74,2022-02-17,2027-01-22,13,Manufacturing,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-07-14,Expired,"Term_Loan,FX_Hedging",60
CORP0087_L1,CORP0087,RM_E,Revolving Credit,48090000.0,35254400.0,92.08,6.22,2025-06-18,2026-06-13,5,Real Estate,Île-de-France,BBB,0,Performing,2025-09-01,Valid,"Revolving_Credit,Cash_Management",60
CORP0335_L1,CORP0335,RM_D,Term Loan,3480000.0,3316700.0,0.0,6.58,2024-03-01,2029-02-03,38,Energy,Nouvelle-Aquitaine,CCC,0,Performing,2024-02-18,Expiring Soon,Term_Loan,80
CORP0180_L3,CORP0180,RM_C,Term Loan,29470000.0,20811600.0,0.0,5.88,2025-06-10,2027-05-31,17,Technology,Auvergne-Rhône-Alpes,CCC,0,Performing,2023-05-04,Expired,"Cash_Management,Trade_Finance",60
CORP0154_L1,CORP0154,RM_E,Revolving Credit,35070000.0,31503300.0,35.81,5.53,2022-07-30,2025-07-14,-6,Real Estate,Auvergne-Rhône-Alpes,AA,50,Medium Risk,2023-07-23,Expired,Cash_Management,80
CORP0411_L2,CORP0411,RM_D,Revolving Credit,31940000.0,31549800.0,93.73,4.55,2023-02-27,2026-02-11,1,Energy,Hauts-de-France,CCC,0,Performing,2024-09-10,Valid,Trade_Finance,80
CORP0236_L3,CORP0236,RM_C,Revolving Credit,1290000.0,1051500.0,20.32,2.56,2022-01-27,2023-01-22,-36,Real Estate,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-11-21,Valid,"Cash_Management,FX_Hedging",60
CORP0089_L2,CORP0089,RM_C,Revolving Credit,38240000.0,27642900.0,22.32,7.49,2022-01-21,2028-12-15,36,Real Estate,Occitanie,B,0,Performing,2023-07-25,Expired,"FX_Hedging,Term_Loan,Cash_Management",40
CORP0344_L2,CORP0344,RM_B,Term Loan,17970000.0,15951400.0,0.0,7.53,2022-04-29,2025-04-13,-9,Retail,Provence-Alpes-Côte d'Azur,AA,0,Performing,2025-12-02,Valid,"Trade_Finance,Cash_Management",60
CORP0416_L3,CORP0416,RM_E,Term Loan,6680000.0,4156900.0,0.0,6.96,2024-08-12,2028-07-22,31,Real Estate,Occitanie,A,0,Performing,2024-06-02,Valid,"Term_Loan,Trade_Finance,FX_Hedging,Revolving_Credit",20
CORP0389_L2,CORP0389,RM_E,Revolving Credit,9980000.0,8879900.0,36.59,8.38,2022-03-11,2025-02-23,-11,Transportation,Occitanie,A,0,Performing,2023-03-21,Expired,Term_Loan,80
CORP0496_L2,CORP0496,RM_A,Term Loan,14400000.0,13574900.0,0.0,8.41,2022-04-19,2024-04-08,-21,Real Estate,Île-de-France,A,0,Performing,2022-12-23,Expired,Term_Loan,80
CORP0327_L2,CORP0327,RM_D,Term Loan,43560000.0,32298100.0,0.0,6.46,2022-12-05,2024-11-24,-14,Real Estate,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-03-11,Expired,FX_Hedging,80
CORP0290_L3,CORP0290,RM_A,Term Loan,3740000.0,1783800.0,0.0,5.92,2025-05-01,2027-04-21,16,Transportation,Hauts-de-France,A,0,Performing,2024-03-15,Expiring Soon,Revolving_Credit,80
CORP0117_L3,CORP0117,RM_D,Revolving Credit,10000000.0,8067900.0,71.05,7.8,2021-11-23,2026-10-28,10,Manufacturing,Hauts-de-France,BBB,0,Performing,2024-12-16,Valid,"Revolving_Credit,Term_Loan",60
CORP0002_L2,CORP0002,RM_A,Term Loan,42770000.0,25396800.0,0.0,5.61,2023-06-01,2026-05-16,4,Manufacturing,Occitanie,AAA,0,Performing,2024-09-28,Valid,"FX_Hedging,Term_Loan",60
CORP0254_L2,CORP0254,RM_C,Term Loan,44250000.0,23661800.0,0.0,4.4,2024-02-20,2028-01-30,25,Real Estate,Hauts-de-France,AA,0,Performing,2025-05-04,Valid,FX_Hedging,80
CORP0201_L1,CORP0201,RM_C,Revolving Credit,4550000.0,3381100.0,71.72,8.25,2025-07-22,2032-06-15,78,Real Estate,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-07-13,Expired,"Term_Loan,FX_Hedging,Cash_Management",40
CORP0470_L1,CORP0470,RM_C,Term Loan,8640000.0,5067200.0,0.0,5.38,2022-03-09,2029-01-31,37,Financial Services,Provence-Alpes-Côte d'Azur,B,0,Performing,2024-10-22,Valid,"Cash_Management,FX_Hedging,Term_Loan,Trade_Finance",20
CORP0414_L1,CORP0414,RM_B,Revolving Credit,42110000.0,23088600.0,82.44,7.43,2023-01-16,2025-01-05,-12,Technology,Auvergne-Rhône-Alpes,BB,1,Grace Period,2025-04-05,Valid,Trade_Finance,80
CORP0267_L1,CORP0267,RM_C,Term Loan,38900000.0,30020700.0,0.0,3.25,2025-02-28,2032-01-23,74,Retail,Provence-Alpes-Côte d'Azur,A,0,Performing,2025-03-01,Valid,"Trade_Finance,Cash_Management",60
CORP0499_L1,CORP0499,RM_A,Term Loan,19180000.0,17915100.0,0.0,7.31,2025-05-01,2027-04-21,16,Energy,Île-de-France,AA,0,Performing,2024-12-20,Valid,"FX_Hedging,Term_Loan,Cash_Management",40
CORP0029_L2,CORP0029,RM_C,Revolving Credit,3760000.0,3032600.0,48.61,3.07,2022-07-24,2023-07-19,-30,Real Estate,Occitanie,B,0,Performing,2023-06-02,Expired,"Trade_Finance,FX_Hedging,Term_Loan",40
CORP0386_L2,CORP0386,RM_B,Term Loan,43300000.0,37778600.0,0.0,5.29,2022-03-14,2023-03-09,-34,Real Estate,Hauts-de-France,CCC,0,Performing,2025-05-28,Valid,"Revolving_Credit,Cash_Management",60
CORP0220_L3,CORP0220,RM_C,Term Loan,17310000.0,16661800.0,0.0,6.03,2025-07-20,2029-06-29,42,Transportation,Nouvelle-Aquitaine,CCC,0,Performing,2025-03-27,Valid,"FX_Hedging,Term_Loan,Revolving_Credit",40
CORP0056_L1,CORP0056,RM_B,Term Loan,29960000.0,13198200.0,0.0,5.55,2024-08-11,2029-07-16,43,Transportation,Hauts-de-France,BB,0,Performing,2023-10-25,Expired,"Trade_Finance,Revolving_Credit,Term_Loan,Cash_Management",20
CORP0182_L2,CORP0182,RM_D,Revolving Credit,36370000.0,24250600.0,24.54,4.37,2024-05-02,2026-04-22,4,Transportation,Île-de-France,B,0,Performing,2025-05-23,Valid,Cash_Management,80
CORP0224_L3,CORP0224,RM_E,Revolving Credit,15900000.0,14805000.0,65.25,4.25,2024-11-17,2026-11-07,10,Financial Services,Auvergne-Rhône-Alpes,BBB,0,Performing,2025-09-07,Valid,"Trade_Finance,FX_Hedging,Revolving_Credit",40
